p_id,Sr_No,nationality,product_id,product_category,product_type,product_name,service_id,serviced_by,inclusions,service_description,visa_entry,visa_validity,visa_duration,min_no_of_hrs,max_no_of_hrs,airport,airport_code,arrival_terminal,departure_terminal,travel_type,city,country,country_code,supplier,supplier_status,rate_application,currency,adult_cost_price,adult_cost_tax,child_cost_price,child_cost_tax,child_defination_max,child_defination_min,child_free,group_size_min,group_size_max,group_price,group_price_tax,exceptions,Sales Cut Off,booking_cut_off,time_zone,service_charge_adult,total,service_tax_adult,service_charge_child,service_tax_child,service_tax_applicable_on,sales_cut_off,sales_cut_off_time_zone,cancellation_time,cancellation_charges,discount,discount_amount,output_price,important_notes,booking_type,gst_criteria,gst_base_amount,gst_rate,gst_rate_currency,total_sp,total_sp_with_gst,total_sp_usd,total_sp_usd_with_gst,total_sp_inr,total_sp_inr_with_gst,c_total_sp,c_total_sp_with_gst,c_total_sp_usd,c_total_sp_usd_with_gst,c_total_sp_inr,c_total_sp_inr_with_gst,buffet_meals,alcoholic_beverages,non_alcoholic_beverages,wifi,shower,smoking_zone,prayer_room,sleeping_pods,kids_play_area,fast_track_immigration,fast_track_security,porter,personal_assistance,lounge,child_free_2yrs,child_free_3yrs,child_free_5yrs,child_free_6yrs,is_active
302,59,All,2,M&A,Departure,VIP Ultimate,0,NA,"<ul><li>Our concierge will meet the guest at the kerbside of the terminal your departing flight</li>
<li>Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper</li>
<li>All the formalities will be done at the private lounge (Passport control, customs, Securities) </li>
<li>Runway transfers in limousine from the private lounge to the aircraft</li></ul>","<p>Available at all terminals of Orly, M& A- Departure- VIP Ultimate offers a range of luxurious services such as private lounge access, runway transfers in limousine, thus making it the perfect travel service for you.</p>",NA,null,NA,NA,NA,Orly,ORY,,All,All,Paris,France,FRA,La Cociegerie,Active,Per Person,EURO,800,,,,,,5,NA,NA,0,0,NA,24,2,240,0,,,,,26,2,,0,0,0,0,"<ul><li>Booking cancellation requested 36 hours prior to commencement of service - No Cancellation Charges</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of M&A,Total Selling Price ,0%,EURO,800,800,992,992,72416,72416, -   , -   , -   , -   , -   , -   ,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,
303,60,All,2,M&A,Departure,VIP Ultimate,0,NA,"<ul><li>Our concierge will meet the guest at the kerbside of the terminal your departing flight</li>
<li>Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper</li>
<li>All the formalities will be done at the private lounge (Passport control, customs, Securities) </li>
<li>Runway transfers in limousine from the private lounge to the aircraft</li></ul>","<p>A group of two travellers can avail the M& A- Departure- VIP Ultimate Service available at all terminals of Orly. Brimming of luxurious features such as runway transfers in limousine and private lounge access, it is the ideal service.</p>",NA,null,NA,NA,NA,Orly,ORY,,All,All,Paris,France,FRA,La Cociegerie,Active,Group,EURO,1080,,,,,,5,2,2,0,0,NA,24,2,324,0,,,,,26,2,,0,0,0,0,"<ul><li>Booking cancellation requested 36 hours prior to commencement of service - No Cancellation Charges</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of M&A,Total Selling Price ,0%,EURO,1080,1080,1339,1339,97762,97762, -   , -   , -   , -   , -   , -   ,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,
304,61,All,2,M&A,Departure,VIP Ultimate,0,NA,"<ul><li>Our concierge will meet the guest at the kerbside of the terminal your departing flight</li>
<li>Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper</li>
<li>All the formalities will be done at the private lounge (Passport control, customs, Securities) </li>
<li>Runway transfers in limousine from the private lounge to the aircraft</li></ul>","<p>Perfectly hand-crafted keeping in mind the luxury needs of a group of 3 travellers, the M& A- Departure- VIP Ultimate Services provides various lucrative benefits such as lounge access and runway transfers in limousine. It is available at all terminals of Orly.</p>",NA,null,NA,NA,NA,Orly,ORY,,All,All,Paris,France,FRA,La Cociegerie,Active,Group,EURO,1360,,,,,,5,3,3,0,0,NA,24,2,408,0,,,,,26,2,,0,0,0,0,"<ul><li>Booking cancellation requested 36 hours prior to commencement of service - No Cancellation Charges</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of M&A,Total Selling Price ,0%,EURO,1360,1360,1686,1686," 1,23,107 "," 1,23,107 ", -   , -   , -   , -   , -   , -   ,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,
305,62,All,2,M&A,Departure,VIP Ultimate,0,NA,"<ul><li>Our concierge will meet the guest at the kerbside of the terminal your departing flight</li>
<li>Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper</li>
<li>All the formalities will be done at the private lounge (Passport control, customs, Securities) </li>
<li>Runway transfers in limousine from the private lounge to the aircraft</li></ul>","<p>Suited for a group of four travellers, the M& A- Departure- VIP Ultimate Service is available at all terminals of Orly. As a part of this luxurious service, you can avail of various benefits such as lounge access and runway transfers in limousine.</p>",NA,null,NA,NA,NA,Orly,ORY,,All,All,Paris,France,FRA,La Cociegerie,Active,Group,EURO,1640,,,,,,5,4,4,0,0,NA,24,2,492,0,,,,,26,2,,0,0,0,0,"<ul><li>Booking cancellation requested 36 hours prior to commencement of service - No Cancellation Charges</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of M&A,Total Selling Price ,0%,EURO,1640,1640,2034,2034," 1,48,453 "," 1,48,453 ", -   , -   , -   , -   , -   , -   ,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,
306,63,All,2,M&A,Departure,VIP Ultimate,0,NA,"<ul><li>Our concierge will meet the guest at the kerbside of the terminal your departing flight</li>
<li>Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper</li>
<li>All the formalities will be done at the private lounge (Passport control, customs, Securities) </li>
<li>Runway transfers in limousine from the private lounge to the aircraft</li></ul>","<p>Designed keeping in mind the luxury travel needs of five travellers, M& A- Departure- VIP Ultimate offers a range of services such as lounge access and runway transfers in limousine. It is available at all terminals of Orly.</p>",NA,null,NA,NA,NA,Orly,ORY,,All,All,Paris,France,FRA,La Cociegerie,Active,Group,EURO,1920,,,,,,5,5,5,0,0,NA,24,2,576,0,,,,,26,2,,0,0,0,0,"<ul><li>Booking cancellation requested 36 hours prior to commencement of service - No Cancellation Charges</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of M&A,Total Selling Price ,0%,EURO,1920,1920,2381,2381," 1,73,798 "," 1,73,798 ", -   , -   , -   , -   , -   , -   ,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,
307,64,All,2,M&A,Departure,VIP Ultimate,0,NA,"<ul><li>Our concierge will meet the guest at the kerbside of the terminal your departing flight</li>
<li>Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper</li>
<li>All the formalities will be done at the private lounge (Passport control, customs, Securities) </li>
<li>Runway transfers in limousine from the private lounge to the aircraft</li></ul>","<p>A group of 6 travellers looking for luxury, comfort and style can avail of the M& A- Departure- VIP Ultimate Service which is available at all terminals of Orly. As a part of this highly customised to meet your needs service, you get private lounge access and other facilities.</p>",NA,null,NA,NA,NA,Orly,ORY,,All,All,Paris,France,FRA,La Cociegerie,Active,Group,EURO,2200,,,,,,5,6,6,0,0,NA,24,2,660,0,,,,,26,2,,0,0,0,0,"<ul><li>Booking cancellation requested 36 hours prior to commencement of service - No Cancellation Charges</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of M&A,Total Selling Price ,0%,EURO,2200,2200,2728,2728," 1,99,144 "," 1,99,144 ", -   , -   , -   , -   , -   , -   ,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,
308,65,All,3,Lounge,Transit,Lounge,0,Pranaam,"<ul><li>Comfortable seating and sleeping pods</li>
<li>Buffet Meals</li>
<li>Select range of hot and cold beverages (non-alcoholic) </li>
<li>Laptop station with Wi-Fi</li>
<li>Baby Care Room</li>
<li>Personal boarding alert</li>
<li>Luggage storage area</li>
<li>Wide range of reading material</li></ul>","<p>Available at Terminal 2 of Chhatrapati Shivaji International Airport, with Lounge Transit Service, international travellers, can get access to a spectrum of personalised and premium benefits such as a comfortable laptop station, baby care room and other facilities.</p>",NA,null,NA,0,6,Chhatrapati Shivaji International Airport,BOM,2,2,International,Mumbai,India,IND,Pranaam,Active,Per Person,INR,2966,534,2076,374,3,11,2,NA,NA,0,0,NA,24,"5.5
",296.6,0,,207.6,,,26,"5.5
",,0,0,0,0,"<ul><li>Booking cancellation requested 84 hours prior to commencement of service - 3% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 84 hours to 60 hours prior to commencement of service - 10% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 60 hours to 36 hours prior to commencement of service - 50% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of Lounge,Total Selling Price ,18%,INR,3263,3850,52,61,3263,3850,2284,2695,36,43,2284,2695,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,
309,66,All,3,Lounge,Transit,Lounge,0,Pranaam,"<ul><li>Comfortable seating and sleeping pods</li>
<li>Buffet Meals</li>
<li>Select range of hot and cold beverages (non-alcoholic) </li>
<li>Laptop station with Wi-Fi</li>
<li>Baby Care Room</li>
<li>Personal boarding alert</li>
<li>Luggage storage area</li>
<li>Wide range of reading material</li></ul>","<p>International travellers can make use of Lounge Transit Service which provides extreme luxury and is available at Terminal 2 of Chhatrapati Shivaji International Airport. The various benefits that you can avail of as a part of this package are buffet meals, a laptop station, a baby care room and other facilities.</p>",NA,null,NA,0,2,Chhatrapati Shivaji International Airport,BOM,2,2,All,Mumbai,India,IND,Pranaam,Active,Per Person,INR,1441,259,1008,181,3,11,2,NA,NA,0,0,NA,24,"5.5
",144.1,0,,100.8,,,26,"5.5
",,0,0,0,0,"<ul><li>Booking cancellation requested 84 hours prior to commencement of service - 3% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 84 hours to 60 hours prior to commencement of service - 10% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 60 hours to 36 hours prior to commencement of service - 50% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of Lounge,Total Selling Price ,18%,INR,1585,1870,25,30,1585,1870,1109,1308,18,21,1109,1308,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,
310,67,All,3,Lounge,Transit,Lounge,0,Pranaam,"<ul><li>Comfortable seating and sleeping pods</li>
<li>Buffet Meals</li>
<li>Select range of hot and cold beverages (non-alcoholic) </li>
<li>Laptop station with Wi-Fi</li>
<li>Baby Care Room</li>
<li>Personal boarding alert</li>
<li>Luggage storage area</li>
<li>Wide range of reading material</li></ul>","<p>Domestic and international travellers can opt for Lounge-Transit Service available at Terminal 2 of Chhatrapati Shivaji International Airport.  With this highly crafted luxury travel package, you can get access to a baby care room, wi-fi, buffet meals and much more.</p>",NA,null,NA,0,4,Chhatrapati Shivaji International Airport,BOM,2,2,All,Mumbai,India,IND,Pranaam,Active,Per Person,INR,2161,389,1513,272,3,11,2,NA,NA,0,0,NA,24,"5.5
",216.1,0,,151.3,,,26,"5.5
",,0,0,0,0,"<ul><li>Booking cancellation requested 84 hours prior to commencement of service - 3% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 84 hours to 60 hours prior to commencement of service - 10% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 60 hours to 36 hours prior to commencement of service - 50% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of Lounge,Total Selling Price ,18%,INR,2377,2805,38,45,2377,2805,1664,1964,26,31,1664,1964,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,
311,68,All,3,Lounge,Departure,Lounge,0,Pranaam,"<ul><li>Comfortable seating and sleeping pods</li>
<li>Buffet Meals</li>
<li>Select range of hot and cold beverages (non-alcoholic) </li>
<li>Laptop station with Wi-Fi</li>
<li>Baby Care Room</li>
<li>Personal boarding alert</li>
<li>Luggage storage area</li>
<li>Wide range of reading material</li></ul>","<p>Domestic and international travellers can avail of the Lounge- Departure Service provided at Terminal 2 of Chhatrapati Shivaji International Airport. As a part of this premium customised package, you will get access to services such as comfortable seating, laptop station with wi-fi and a baby care room.</p>",NA,null,NA,0,2,Chhatrapati Shivaji International Airport,BOM,,2,All,Mumbai,India,IND,Pranaam,Active,Per Person,INR,1441,259,1008,181,3,11,2,NA,NA,0,0,NA,24,"5.5
",144.1,0,,100.8,,,26,"5.5
",,0,0,0,0,"<ul><li>Booking cancellation requested 84 hours prior to commencement of service - 3% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 84 hours to 60 hours prior to commencement of service - 10% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 60 hours to 36 hours prior to commencement of service - 50% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of Lounge,Total Selling Price ,18%,INR,1585,1870,25,30,1585,1870,1109,1308,18,21,1109,1308,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,
312,69,All,3,Lounge,Departure,Lounge,0,Pranaam,"<ul><li>Comfortable seating and sleeping pods</li>
<li>Buffet Meals</li>
<li>Select range of hot and cold beverages (non-alcoholic) </li>
<li>Laptop station with Wi-Fi</li>
<li>Baby Care Room</li>
<li>Personal boarding alert</li>
<li>Luggage storage area</li>
<li>Wide range of reading material</li></ul>","<p>Whether you are a domestic or international traveller, you can avail of the Lounge- Departure Service at Terminal 2 of Chhatrapati Shivaji International Airport. Crafted luxuriously and intricately, this service provides you with comfortable seating and sleeping pods, buffet meals, a laptop station with wi-fi and a baby care room.</p>",NA,null,NA,0,4,Chhatrapati Shivaji International Airport,BOM,,2,All,Mumbai,India,IND,Pranaam,Active,Per Person,INR,2161,389,1513,272,3,11,2,NA,NA,0,0,NA,24,"5.5
",216.1,0,,151.3,,,26,"5.5
",,0,0,0,0,"<ul><li>Booking cancellation requested 84 hours prior to commencement of service - 3% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 84 hours to 60 hours prior to commencement of service - 10% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested between 60 hours to 36 hours prior to commencement of service - 50% of the booking amount shall be chargeable</li>
<li>Booking cancellation requested within 36 hours to commencement of service - Booking shall be Non-Refundable</li></ul>",Confirm,Location of Lounge,Total Selling Price ,18%,INR,2377,2805,38,45,2377,2805,1664,1964,26,31,1664,1964,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,
313,70,All,3,Lounge,Departure,Lounge,0,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room","We guarantee you ultimate luxury and comfort with the Lounge Departure Service available at Terminal 1 of Abu Dhabi International Airport. As a part of this premium package, you can avail several benefits such as buffet meals, business and entertainment facilities.",NA,null,NA,1,3,Abu Dhabi International Airport,AUH,,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,144,7.2,,,,,2,NA,NA,0,0,NA,24,"4
",21.6,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,151,151,42,42,3032,3032,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,
314,71,All,3,Lounge,Departure,Lounge,0,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room","Available at Terminal 1 of Abu Dhabi International Airport, Lounge- Departure Service, is a personalised luxury travel package which offers buffet meals, business facilities, complimentary wi-fi and a wide range of reading material at leisure.",NA,null,NA,4,6,Abu Dhabi International Airport,AUH,,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,261,13.05,,,,,2,NA,NA,0,0,NA,24,"4
",39.15,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,274,274,75,75,5496,5496,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,
315,72,All,3,Lounge,Departure,Lounge,0,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material","Available at Terminal 1 of Abu Dhabi International Airport, Lounge- Departure Service is the exemplary blend of luxury, elegance, style and comfort. As a part of this package, you can avail various benefits such as business facilities, complimentary wi-fi and entertainment facilities.",NA,null,NA,1,3,Abu Dhabi International Airport,AUH,,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,180,9,,,,,2,NA,NA,0,0,NA,24,"4
",27,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,189,189,52,52,3790,3790,,,,,,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,
316,73,All,3,Lounge,Departure,Lounge,0,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material","Lounge- Departure Service is the perfect luxury offering for you. Available at Terminal 1 of Abu Dhabi International Airport, it offers various premium facilities such as buffet meals, complimentary wi-fi and several other business and entertainment luxuries.",NA,null,NA,4,6,Abu Dhabi International Airport,AUH,,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,324,16.2,,,,,2,NA,NA,0,0,NA,24,"4
",48.6,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,340,340,93,93,6823,6823,,,,,,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,
317,74,All,3,Lounge,Departure,Lounge,0,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room","Perfectly crafted with a tint of luxury and majorly designed to meet your need for comfort, the Lounge- Departure Service will give you access to buffet meals, hot shower facility and other business facilities. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,1,3,Abu Dhabi International Airport,AUH,,3,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,144,7.2,,,,,2,NA,NA,0,0,NA,24,"4
",21.6,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,151,151,42,42,3032,3032,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,
318,75,All,3,Lounge,Departure,Lounge,0,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room","You can avail of various services such as complimentary wi-fi, hot shower facility and a wide range of reading material as a part of this premium and customised travel package. It is available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,4,6,Abu Dhabi International Airport,AUH,,3,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,261,13.05,,,,,2,NA,NA,0,0,NA,24,"4
",39.15,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,274,274,75,75,5496,5496,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,
319,76,All,3,Lounge,Departure,Lounge,0,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material","Available at Terminal 3 of Abu Dhabi International Airport, you will be provided buffet meals, a splendid range of hot and cold beverages (alcoholic and non-alcoholic) and a variety of other luxury services as a part of this premium package.",NA,null,NA,1,3,Abu Dhabi International Airport,AUH,,3,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,180,9,,,,,2,NA,NA,0,0,NA,24,"4
",27,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,189,189,52,52,3790,3790,,,,,,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,
320,77,All,3,Lounge,Departure,Lounge,0,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material","You can avail of a variety of luxurious travel services such as buffet meals, business facilities, and hot shower facility as a part of the Lounge Departure Package available at Terminal 3 of Abu Dhabi International Airport.",NA,null,NA,4,6,Abu Dhabi International Airport,AUH,,3,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,324,16.2,,,,,2,NA,NA,0,0,NA,24,"4
",48.6,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,340,340,93,93,6823,6823,,,,,,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,
321,78,All,3,Lounge,Transit,Lounge,0,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room","Get access to a wide range of premium facilities such as complimentary wi-fi, business facilities, buffet meals with the luxuriously crafted Lounge- Transit Package available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,1,3,Abu Dhabi International Airport,AUH,1,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,144,7.2,,,,,2,NA,NA,0,0,NA,24,"4
",21.6,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,151,151,42,42,3032,3032,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,
322,79,All,3,Lounge,Transit,Lounge,0,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room","Excellently crafted for your luxury and hospitality requirements, Lounge- Transit Service provides you with buffet meals, comfortable seating, hot shower facilities and is available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,4,6,Abu Dhabi International Airport,AUH,1,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,261,13.05,,,,,2,NA,NA,0,0,NA,24,"4
",39.15,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,274,274,75,75,5496,5496,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,
323,80,All,3,Lounge,Transit,Lounge,0,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material","Get access to hot shower facilities, business facilities, complimentary wi-fi and a varied range of other luxury services as a part of the Lounge Transit Package available at Terminal 1 of Abu Dhabi International Airport.",NA,null,NA,1,3,Abu Dhabi International Airport,AUH,1,1,,Abu Dhabi,UAE,ARE,Pearl Assist,Inactive,Per Person,AED,180,9,,,,,2,NA,NA,0,0,NA,24,"4
",27,0,,,,,26,"4
",,0,0,0,0,"• Booking cancellation requested 24hours prior to commencement of service - No Cancellation Charges
• Booking cancellation requested within 24 hours to commencement of service - Booking shall be Non-Refundable",Confirm,Location of Lounge,Total Selling Price ,0%,AED,189,189,52,52,3790,3790,,,,,,,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,
